handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,cost,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_8c170d04-12f0-48e8-9310-cc405a7c39a0,Product,Ideal Logic Air 4kW Air to Water Heat Pump,"Professional Energy-Efficient Air to Water Heat Pump SystemIdeal Boilers Ltd - High-performance Logic Air 4kW heat pump with advanced efficiency technologyETL Certified Air to Water Heat Pump - Ideal Boilers LtdEnergy Rating: High Efficiency - Optimized for commercial and industrial applicationsFeatures advanced heat pump technology and reliable performanceIdeal for HVAC systems, commercial heating, and energy-conscious installations",c123de_e266e9487edd4a1c91d2c9b8b8128194~mv2.png,Heat Pumps,ETL-IDEAL-LOGIC-AIR-4KW,,2500,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d05ae9bb-d66d-40e2-9646-12727cdd4f0b,Product,Ideal Logic Air 5kW Air to Water Heat Pump,"Professional Energy-Efficient Air to Water Heat Pump SystemIdeal Boilers Ltd - High-performance Logic Air 5kW heat pump with advanced efficiency technologyETL Certified Air to Water Heat Pump - Ideal Boilers LtdEnergy Rating: High Efficiency - Optimized for commercial and industrial applicationsFeatures advanced heat pump technology and reliable performanceIdeal for HVAC systems, commercial heating, and energy-conscious installations",c123de_3111681e4a52407e87d9b2c0f9c0d41e~mv2.png,Heat Pumps,ETL-IDEAL-LOGIC-AIR-5KW,,2800,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_07fb7c17-15b7-4234-8fff-9711c9fad169,Product,Ideal Logic Air 8kW Air to Water Heat Pump,"Professional Energy-Efficient Air to Water Heat Pump SystemIdeal Boilers Ltd - High-performance Logic Air 8kW heat pump with advanced efficiency technologyETL Certified Air to Water Heat Pump - Ideal Boilers LtdEnergy Rating: High Efficiency - Optimized for commercial and industrial applicationsFeatures advanced heat pump technology and reliable performanceIdeal for HVAC systems, commercial heating, and energy-conscious installations",c123de_46e949304d2c4bc881fed9ff3217c499~mv2.png,Heat Pumps,ETL-IDEAL-LOGIC-AIR-8KW,,3200,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_600b6afc-3fb2-46fb-9d7f-661a13bfc070,Product,Ideal Logic Air 10kW Air to Water Heat Pump,"Professional Energy-Efficient Air to Water Heat Pump SystemIdeal Boilers Ltd - High-performance Logic Air 10kW heat pump with advanced efficiency technologyETL Certified Air to Water Heat Pump - Ideal Boilers LtdEnergy Rating: High Efficiency - Optimized for commercial and industrial applicationsFeatures advanced heat pump technology and reliable performanceIdeal for HVAC systems, commercial heating, and energy-conscious installations",c123de_fcd158438f474365b3f8412f11bf5a59~mv2.png,Heat Pumps,ETL-IDEAL-LOGIC-AIR-10KW,,3500,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2c7941c4-2071-4a38-9c61-2c4ddddadae0,Product,Hisa HR290-006-1PH Air to Water Heat Pump,"Professional Energy-Efficient Air to Water Heat Pump SystemHisa Engineering Ltd - High-performance HR290-006-1PH heat pump with advanced efficiency technologyETL Certified Air to Water Heat Pump - Hisa Engineering LtdEnergy Rating: High Efficiency - Optimized for commercial and industrial applicationsFeatures advanced heat pump technology and reliable performanceIdeal for HVAC systems, commercial heating, and energy-conscious installations",c123de_d02f1fc7835d4b2f95420c93faf6dbbd~mv2.jpg,Heat Pumps,ETL-HISA-HR290-006-1PH,,2200,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7de5a599-4c87-443e-a6ea-65636150c303,Product,Hisa HR290-008-1PH Air to Water Heat Pump,"Professional Energy-Efficient Air to Water Heat Pump SystemHisa Engineering Ltd - High-performance HR290-008-1PH heat pump with advanced efficiency technologyETL Certified Air to Water Heat Pump - Hisa Engineering LtdEnergy Rating: High Efficiency - Optimized for commercial and industrial applicationsFeatures advanced heat pump technology and reliable performanceIdeal for HVAC systems, commercial heating, and energy-conscious installations",c123de_594e26ad75df47189699f5e3725cda18~mv2.jpg,Heat Pumps,ETL-HISA-HR290-008-1PH,,2400,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e99347db-cbe5-44cd-81fb-535a40acd3ac,Product,Hisa HR290-018-1PH Air to Water Heat Pump,"Professional Energy-Efficient Air to Water Heat Pump SystemHisa Engineering Ltd - High-performance HR290-018-1PH heat pump with advanced efficiency technologyETL Certified Air to Water Heat Pump - Hisa Engineering LtdEnergy Rating: High Efficiency - Optimized for commercial and industrial applicationsFeatures advanced heat pump technology and reliable performanceIdeal for HVAC systems, commercial heating, and energy-conscious installations",c123de_685699f62c254c88b3f8eb20f0d6c159~mv2.jpg,Heat Pumps,ETL-HISA-HR290-018-1PH,,3200,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_53c14d78-0d27-45ee-b762-6dbf1576742e,Product,Hisa HR290-012-1PH Air to Water Heat Pump,"Professional Energy-Efficient Air to Water Heat Pump SystemHisa Engineering Ltd - High-performance HR290-012-1PH heat pump with advanced efficiency technologyETL Certified Air to Water Heat Pump - Hisa Engineering LtdEnergy Rating: High Efficiency - Optimized for commercial and industrial applicationsFeatures advanced heat pump technology and reliable performanceIdeal for HVAC systems, commercial heating, and energy-conscious installations",c123de_ddff95bc8d5b4d26b835b52b4a7d1901~mv2.jpg,Heat Pumps,ETL-HISA-HR290-012-1PH,,2800,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_80a82bfb-91e6-4b3f-b510-01fd5dd5a270,Product,Jaeggi Hybrid Evaporative Condenser,"Professional Energy-Efficient HVAC Evaporative Condenser SystemJaeggi Hybridtechnology Ltd - High-performance Hybrid Evaporative Condenser with advanced efficiency technologyETL Certified HVAC Evaporative Condenser - Jaeggi Hybridtechnology LtdEnergy Rating: 2625 - Optimized for commercial and industrial HVAC applicationsFeatures advanced evaporative condenser technology and reliable performanceIdeal for HVAC systems, cooling applications, and energy-conscious installations",c123de_c7b2f78e2e8844df95adba5d8a1f1a07~mv2.png,,ETL-JAEGGI-HYBRID-EVAPORATIVE-2625,,3200,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fae259e3-fe5c-4d8c-81c1-e4560d47b74e,Product,Evapco Forced Draft Axial Condenser,"Professional Energy-Efficient HVAC Condenser SystemEvapco Europe NV - High-performance Forced Draft Axial Condenser with advanced efficiency technologyETL Certified HVAC Condenser - Evapco Europe NVEnergy Rating: 2407 - Optimized for commercial and industrial HVAC applicationsFeatures advanced condenser technology and reliable performanceIdeal for HVAC systems, cooling applications, and energy-conscious installations",c123de_837f119208714f79a1aaab9ecde1e6c2~mv2.png,,ETL-EVAPCO-FORCED-DRAFT-AXIAL-2407,,2800,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e2e87c41-c711-493f-aa60-6a73f54ac777,Product,Invertek Optidrive E3 HVAC Drive,"Professional Energy-Efficient HVAC Drive SystemInvertek Drives Ltd - High-performance Optidrive E3 HVAC drive with advanced efficiency technologyETL Certified HVAC Drive - Invertek Drives LtdEnergy Rating: 0.37 - Optimized for commercial and industrial HVAC applicationsFeatures advanced drive technology and reliable performanceIdeal for HVAC systems, motor control, and energy-conscious installations",c123de_7b5b9e8eec9c457686612e4590621a82~mv2.jpg,,ETL-INVERTEK-OPTIDRIVE-E3-0.37KW,,320,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_72e70727-fc95-46c0-8282-4e74c427d125,Product,Fuji Electric Frenic HVAC Drive,"Professional Energy-Efficient HVAC Drive SystemFuji Electric Europe GmbH - High-performance Frenic HVAC drive with advanced efficiency technologyETL Certified HVAC Drive - Fuji Electric Europe GmbHEnergy Rating: 75 - Optimized for commercial and industrial HVAC applicationsFeatures advanced drive technology and reliable performanceIdeal for HVAC systems, motor control, and energy-conscious installations",c123de_2fc53fd7d5e34468bf8ba4619ddd8418~mv2.jpg,,ETL-FUJI-FRENIC-HVAC-75KW,,850,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_fee242eb-452e-430a-90f4-3302cdee557b,Product,Danfoss AK-CC55 Compact HVAC Control,"Professional Energy-Efficient HVAC Control SystemDanfoss Ltd - High-performance AK-CC55 Compact HVAC control with advanced efficiency technologyETL Certified HVAC Control - Danfoss LtdEnergy Rating: High Efficiency - Optimized for commercial and industrial HVAC applicationsFeatures advanced control technology and reliable performanceIdeal for HVAC systems, building automation, and energy-conscious installations",c123de_ea43c8e83d85440c8d9e33eb0c91b0d5~mv2.jpg,,ETL-DANFOSS-AK-CC55-COMPACT,,450,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_b3ee2ead-fe0a-44f7-807e-f120846a9692,Product,ABB 3BP4 Process Performance Super Premium Efficiency Motor,"Professional Energy-Efficient HVAC Motor SystemABB Ltd - High-performance 3BP4 Process Performance Super Premium Efficiency motor with advanced efficiency technologyETL Certified HVAC Motor - ABB LtdEnergy Rating: 96.3 - Optimized for commercial and industrial HVAC applicationsFeatures advanced motor technology and reliable performanceIdeal for HVAC systems, industrial equipment, and energy-conscious installations",c123de_ff020bce7da04d84b7a4621e46152902~mv2.jpeg;c123de_b23d4050af9648eab0523d20a6c0e802~mv2.jpg,,ETL-ABB-3BP4-75KW,,1200,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_264a09a5-3d9a-410e-acb5-98201054afc7,Product,Bosch GC7000F 200 Heat Pump,"Professional Energy-Efficient Heat Pump SystemBosch - High-performance GC7000F 200 heat pump with advanced efficiency technologyETL Certified Heat Pump - BoschEnergy Rating: 97.5 - Optimized for commercial and industrial applicationsFeatures advanced heat pump technology and reliable performanceIdeal for HVAC systems, commercial heating, and energy-conscious installations",c123de_17f3db952fb94c1fa39a8625a7aac831~mv2.jpg,Heat Pumps,ETL-BOSCH-GC7000F-200,,3800,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_58891670-55b2-4de9-b3e3-77e7ff220295,Product,Viessmann Vitodens 200-W 49kW Heat Pump,"Professional Energy-Efficient Heat Pump SystemViessmann - High-performance Vitodens 200-W 49kW heat pump with advanced efficiency technologyETL Certified Heat Pump - ViessmannEnergy Rating: 97.1 - Optimized for commercial and industrial applicationsFeatures advanced heat pump technology and reliable performanceIdeal for HVAC systems, commercial heating, and energy-conscious installations",c123de_9dcad16d925e43cda74fe7fedc890b1a~mv2.jpg,,ETL-VIESSMANN-VITODENS-200W-49KW,,4200,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_4c43ca93-860e-4f66-9041-1be15838c32c,Product,Daikin VAM-J Heat Pump,"Professional Energy-Efficient Heat Pump SystemDaikin Europe N.V. - High-performance VAM-J heat pump with advanced efficiency technologyETL Certified Heat Pump - Daikin Europe N.V.Energy Rating: 85 - Optimized for commercial and industrial applicationsFeatures advanced heat pump technology and reliable performanceIdeal for HVAC systems, commercial heating, and energy-conscious installations",c123de_e5058234839c4def9f15fbe36eed73da~mv2.jpg,Heat Recovery Ventilation Units,ETL-DAIKIN-VAM-J,,3500,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_e9946fc1-0283-48b1-9063-10b8a040ce71,Product,Baxi Quinta Ace 90kW Heat Pump,"Professional Energy-Efficient Heat Pump SystemBaxi Heating-Commercial - High-performance Quinta Ace 90kW heat pump with advanced efficiency technologyETL Certified Heat Pump - Baxi Heating-CommercialEnergy Rating: 108.1 - Optimized for commercial and industrial applicationsFeatures advanced heat pump technology and reliable performanceIdeal for HVAC systems, commercial heating, and energy-conscious installations",c123de_fbd68763a38c46c68bfb9ac6afc81345~mv2.png,Heat Pumps,ETL-BAXI-QUINTA-ACE-90KW,,3200,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5fa04abc-a096-4754-b563-e8e78a2db7cf,Product,Baxi Quinta Ace 65kW Heat Pump,"Professional Energy-Efficient Heat Pump SystemBaxi Heating-Commercial - High-performance Quinta Ace 65kW heat pump with advanced efficiency technologyETL Certified Heat Pump - Baxi Heating-CommercialEnergy Rating: 94 - Optimized for commercial and industrial applicationsFeatures advanced heat pump technology and reliable performanceIdeal for HVAC systems, commercial heating, and energy-conscious installations",c123de_d1dad7179e324b05bc33402b537291bf~mv2.png,,ETL-BAXI-QUINTA-ACE-65KW,,2800,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_7f8fcf3c-f092-4664-accb-92ed0b586736,Product,Baxi Quinta Ace 45kW Heat Pump,"Professional Energy-Efficient Heat Pump SystemBaxi Heating-Commercial - High-performance Quinta Ace 45kW heat pump with advanced efficiency technologyETL Certified Heat Pump - Baxi Heating-CommercialEnergy Rating: 94 - Optimized for commercial and industrial applicationsFeatures advanced heat pump technology and reliable performanceIdeal for HVAC systems, commercial heating, and energy-conscious installations",c123de_76aaadca03e14888b868175aa5a854e2~mv2.png,HVAC Systems,ETL-BAXI-QUINTA-ACE-45KW,,2200,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_d31514ba-c897-4314-939b-22249bbf7275,Product,Baxi Quinta Ace 30kW Heat Pump,"Professional Energy-Efficient Heat Pump SystemBaxi Heating-Commercial - High-performance Quinta Ace 30kW heat pump with advanced efficiency technologyETL Certified Heat Pump - Baxi Heating-CommercialEnergy Rating: 94 - Optimized for commercial and industrial applicationsFeatures advanced heat pump technology and reliable performanceIdeal for HVAC systems, commercial heating, and energy-conscious installations",c123de_9ce5712d4af44d7a95a3e08a3ede6412~mv2.png,HVAC Systems,ETL-BAXI-QUINTA-ACE-30KW,,1800,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,Technical Specifications,"<p><strong>Baxi Quinta Ace 30kW Commercial Heat Pump -</strong><br>
<br>
Efficient Commercial Heating Solution<br>
<br>
<strong>POWER &amp; EFFICIENCY SPECIFICATIONS:</strong></p>

<p>Output Power: 30kW heating capacity - Ideal for small to medium commercial buildings<br>
Energy Rating: 189 - Outstanding energy efficiency rating for superior performance<br>
Technology: Advanced heat pump technology with ETL certification<br>
Manufacturer: Baxi Heating-Commercial - Leading UK commercial heating specialist</p>

<p><strong>KEY DIFFERENTIATORS FROM OTHER QUINTA ACE MODELS:</strong></p>

<p>vs 45kW Model (€2,200): Lower power output (30kW vs 45kW), more affordable for smaller premises<br>
vs 65kW Model (€2,800): Lower power output (30kW vs 65kW), suitable for smaller commercial spaces<br>
vs 90kW Model (€3,200): Lower power output (30kW vs 90kW), ideal for small commercial applications<br>
vs 115kW Model (€4,500): Significantly lower power output (30kW vs 115kW), entry-level commercial solution</p>

<p><strong>APPLICATIONS:</strong></p>

<p>Small commercial buildings and offices<br>
Retail spaces and small restaurants<br>
Small industrial facilities<br>
Multi-unit residential developments</p>

<p><strong>INSTALLATION &amp; COMPATIBILITY:</strong></p>

<p>Professional installation required<br>
Compatible with existing commercial HVAC systems<br>
Advanced heat pump technology for reliable performance<br>
ETL certified for commercial and industrial applications</p>

<p>This is the entry-level model in the Baxi Quinta Ace series, designed for small commercial heating applications where efficiency and affordability are key considerations.</p>
",,,,,,,,,,,,,,,,,
product_48391c78-a462-4a7c-923c-a701a46c20d6,Product,Baxi Quinta Ace 115kW Heat Pump,"<p><strong>Daikin VAM-J VAM800J Heat Recovery Ventilation Unit - High-Efficiency Commercial HRV</strong></p><p><strong>POWER &amp; EFFICIENCY SPECIFICATIONS:</strong></p><ul><li><strong>Airflow Capacity:</strong> 800m³/h - Ideal for medium commercial spaces</li><li><strong>Energy Rating:</strong> 91.4 - Outstanding energy efficiency for cost-effective operation</li><li><strong>Technology:</strong> Advanced heat recovery ventilation with ETL certification</li><li><strong>Manufacturer:</strong> Daikin - Leading commercial HVAC specialist</li></ul><p><strong>KEY DIFFERENTIATORS FROM OTHER VAM-J MODELS:</strong></p><ul><li><strong>vs VAM2000J (€5,200):</strong> Lower airflow capacity (800m³/h vs 2000m³/h), more affordable for smaller spaces</li><li><strong>vs VAM1500J (€4,500):</strong> Lower airflow capacity (800m³/h vs 1500m³/h), suitable for smaller commercial applications</li><li><strong>vs VAM1000J (€3,800):</strong> Lower airflow capacity (800m³/h vs 1000m³/h), ideal for medium-sized spaces</li><li><strong>vs VAM650J (€3,500):</strong> Higher airflow capacity (800m³/h vs 650m³/h), suitable for larger medium-sized spaces</li></ul><p><strong>APPLICATIONS:</strong></p><ul><li>Medium commercial buildings and office spaces</li><li>Restaurants and hospitality facilities</li><li>Retail spaces and showrooms</li><li>Small to medium industrial facilities</li></ul><p><strong>INSTALLATION &amp; COMPATIBILITY:</strong></p><ul><li>Professional installation required</li><li>Compatible with existing commercial HVAC systems</li><li>Advanced heat recovery technology for reliable performance</li><li>ETL certified for commercial and industrial applications</li></ul><p>This VAM800J model provides excellent heat recovery ventilation for medium commercial spaces, offering the perfect balance of performance and efficiency.</p>",c123de_87de095c18824b809274abe9c35fd5d7~mv2.png,HVAC Systems;Heat Pumps,ETL-BAXI-QUINTA-ACE-115KW,,4500,,TRUE,PERCENT,0,InStock,,,,,,,,,,,,,,,,,,,,,Technical Specifications,"<p>&nbsp;</p>
",,,,,,,,,,,,,,,,,
