id,name,power,category,subcategory,brand,running_cost_per_year,energy_rating,efficiency,source,model_number,water_per_cycle_liters,water_per_year_liters,capacity_kg,place_settings
"etl_3_86479","SK 510P-151-123-A","Appliances","Boiler Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_3_86478","SK 510P-111-123-A","Appliances","Boiler Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_3_86477","SK 510P-750-123-A","Appliances","Boiler Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_3_86476","SK 510P-550-123-A","Appliances","Boiler Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_3_86475","SK 510P-370-123-A","Appliances","Boiler Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_3_86474","SK 510P-250-123-A","Appliances","Boiler Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_3_86450","SK 500P-112-340-A","Appliances","Boiler Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_3_86449","SK 500P-751-340-A","Appliances","Boiler Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_3_86448","SK 500P-551-340-A","Appliances","Boiler Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_3_86447","SK 500P-401-340-A","Appliances","Boiler Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_3_86446","SK 500P-301-340-A","Appliances","Boiler Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_3_86445","SK 500P-221-340-A","Appliances","Boiler Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_3_86444","SK 500P-151-340-A","Appliances","Boiler Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_3_86443","SK 500P-111-340-A","Appliances","Boiler Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_3_86442","SK 500P-750-340-A","Appliances","Boiler Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_3_86441","SK 500P-550-340-A","Appliances","Boiler Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_3_86440","SK 500P-370-340-A","Appliances","Boiler Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_3_86439","SK 500P-250-340-A","Appliances","Boiler Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_3_86438","SK 500P-221-123-A","Appliances","Boiler Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_3_86437","SK 500P-151-123-A","Appliances","Boiler Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_3_86436","SK 500P-111-123-A","Appliances","Boiler Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_3_86435","SK 500P-750-123-A","Appliances","Boiler Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_3_86434","SK 500P-550-123-A","Appliances","Boiler Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_3_86433","SK 500P-370-123-A","Appliances","Boiler Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86432","SK 500P-250-123-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86504","SK 530P-111-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86503","SK 530P-750-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86502","SK 530P-550-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86501","SK 530P-370-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86500","SK 530P-250-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86499","SK 530P-221-123-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86498","SK 530P-151-123-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86497","SK 530P-111-123-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86496","SK 530P-750-123-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86495","SK 530P-550-123-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86494","SK 530P-370-123-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86493","SK 530P-250-123-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86492","SK 510P-112-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86491","SK 510P-751-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86490","SK 510P-551-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86489","SK 510P-401-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86488","SK 510P-301-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86487","SK 510P-221-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86486","SK 510P-151-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86485","SK 510P-111-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86484","SK 510P-750-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86483","SK 510P-550-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86482","SK 510P-370-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86481","SK 510P-250-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86480","SK 510P-221-123-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86479","SK 510P-151-123-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86478","SK 510P-111-123-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86477","SK 510P-750-123-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86476","SK 510P-550-123-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86475","SK 510P-370-123-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86474","SK 510P-250-123-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86450","SK 500P-112-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86449","SK 500P-751-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86448","SK 500P-551-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86447","SK 500P-401-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86446","SK 500P-301-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86445","SK 500P-221-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86444","SK 500P-151-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86443","SK 500P-111-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86442","SK 500P-750-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86441","SK 500P-550-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86440","SK 500P-370-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86439","SK 500P-250-340-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86438","SK 500P-221-123-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86437","SK 500P-151-123-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86436","SK 500P-111-123-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86435","SK 500P-750-123-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86434","SK 500P-550-123-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_21_86433","SK 500P-370-123-A","Appliances","Boiler Retrofit Equipment","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86432","SK 500P-250-123-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86504","SK 530P-111-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86503","SK 530P-750-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86502","SK 530P-550-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86501","SK 530P-370-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86500","SK 530P-250-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86499","SK 530P-221-123-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86498","SK 530P-151-123-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86497","SK 530P-111-123-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86496","SK 530P-750-123-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86495","SK 530P-550-123-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86494","SK 530P-370-123-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86493","SK 530P-250-123-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86492","SK 510P-112-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86491","SK 510P-751-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86490","SK 510P-551-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
"etl_4_86489","SK 510P-401-340-A","Appliances","Combined Heat and Power","NORD Gear Ltd","100",43.8,"Yes","High","ETL",,0,0,,
